"eventid","iyear","imonth","iday","extended","country","country_txt","provstate","city","multiple","success","attacktype1","attacktype1_txt","targtype1","targtype1_txt","target1","gname","weaptype1","weaptype1_txt","weapsubtype1_txt","weapdetail","property","propextent_txt","ishostkid"
198102190001,1981,2,19,0,83,Guatemala,Unknown,Unknown,0,1,1,Assassination,3,Police,Police,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198102190002,1981,2,19,0,83,Guatemala,Quetzaltenango,Finca Nuevo Quetzal,0,1,1,Assassination,1,Business,"Landowner, Otto Brauderer",Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198102190003,1981,2,19,0,83,Guatemala,Guatemala,Amatitlan,0,1,1,Assassination,1,Business,Director Hector Anibal Padilla Torres,Guatemalan Labor Party (PGT),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198102200006,1981,2,20,0,61,El Salvador,Santa Ana,Santa Ana,0,1,2,Armed Assault,10,Journalists & Media,Radio Moderna,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Handgun,Pistols,1,Unknown,1
198102200007,1981,2,20,0,61,El Salvador,Santa Ana,Santa Ana,0,1,2,Armed Assault,10,Journalists & Media,Radio Musical,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Handgun,Pistols,1,Unknown,1
198102220003,1981,2,22,0,61,El Salvador,San Vicente,San Nicolas Lempa,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102230002,1981,2,23,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,high voltage power line,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198102230003,1981,2,23,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,High Voltage Power line,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198102230005,1981,2,23,0,61,El Salvador,San Salvador,Mexicanos,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102240002,1981,2,24,0,61,El Salvador,San Salvador,San Salvador,0,1,7,Facility/Infrastructure Attack,9,Food or Water Supply,National Waterworks office,Other,13,Unknown,,,1,Unknown,0
198102250001,1981,2,25,0,61,El Salvador,San Salvador,El Paisnal,0,1,7,Facility/Infrastructure Attack,2,Government (General),Town Council Building,Other,8,Incendiary,,Incendiary,1,Unknown,0
198102260001,1981,2,26,0,61,El Salvador,San Salvador,San Marcos,0,1,2,Armed Assault,3,Police,Police post,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198102260002,1981,2,26,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,8,Educational Institution,Law Professor Mario Arnaldo Castro Perez,Unknown,5,Firearms,Unknown Gun Type,Firearm,0,,0
198102260003,1981,2,26,0,83,Guatemala,Guatemala,Guatemala city,0,1,6,Hostage Taking (Kidnapping),8,Educational Institution,"Maria Del Pilar Escalante, school teacher",Unknown,13,Unknown,,,0,,1
198102260004,1981,2,26,0,83,Guatemala,Huehuetenango,Huehuetenango,0,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,"Luis Federico Castillo Mauricio, secretary general",Unknown,13,Unknown,,,0,,1
198102260005,1981,2,26,0,61,El Salvador,Chalatenango,San Antonio de la Cruz,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102260006,1981,2,26,0,61,El Salvador,San Vicente,San Esteban Catarina,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102260007,1981,2,26,0,61,El Salvador,San Salvador,Apopa,0,1,3,Bombing/Explosion,19,Transportation,Northern Trunk Highway,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198102270003,1981,2,27,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,14,Private Citizens & Property,"Medical Doctor, Enrique Duarte",Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198102270004,1981,2,27,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,14,Private Citizens & Property,lawyer Guillermo Monzon Paz,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198102270005,1981,2,27,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,14,Private Citizens & Property,Agronomist Francisco Sagastume Ortiz,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198102270008,1981,2,27,0,61,El Salvador,San Vicente,San Lorenzo,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102270009,1981,2,27,0,61,El Salvador,San Salvador,Soyapango,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102270010,1981,2,27,0,83,Guatemala,Guatemala,Guatemala City,0,1,2,Armed Assault,4,Military,Military vehicle,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102280002,1981,2,28,0,61,El Salvador,San Vicente,Santo Domingo,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102280003,1981,2,28,0,61,El Salvador,San Vicente,San Lorenzo,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198102280004,1981,2,28,0,61,El Salvador,San Vicente,San Vicente,0,1,7,Facility/Infrastructure Attack,19,Transportation,Freight Train,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Incendiary,1,Minor (likely < $1 million),0
198103010005,1981,3,1,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,ITT offices,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198103010006,1981,3,1,0,61,El Salvador,Santa Ana,Santa Ana,0,1,3,Bombing/Explosion,1,Business,Office,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198103010007,1981,3,1,0,61,El Salvador,Santa Ana,Santa Ana,0,1,3,Bombing/Explosion,1,Business,Store,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198103020002,1981,3,2,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,14,Private Citizens & Property,Rogelio Sandoval,Guatemalan Labor Party (PGT),5,Firearms,Unknown Gun Type,Firearms,0,,0
198103020006,1981,3,2,0,61,El Salvador,San Vicente,San Esteban Catarina,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103020007,1981,3,2,0,61,El Salvador,San Vicente,San Sebastian,0,1,2,Armed Assault,4,Military,Military Unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103020008,1981,3,2,0,61,El Salvador,San Vicente,San Lorenzo,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103030006,1981,3,3,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,3,Police,Police Convoy,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103030007,1981,3,3,0,61,El Salvador,San Vicente,San Vicente,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103050001,1981,3,5,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,1,Business,Lawyer Julio Lorenzo Arewaco,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103050003,1981,3,5,0,83,Guatemala,Guatemala,Guatemala city,0,1,6,Hostage Taking (Kidnapping),2,Government (General),"Bayardo Alvarez Ruiz, 41, medical doctor and brother of the minister of *",Unknown,13,Unknown,,,0,,1
198103050006,1981,3,5,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,7,Government (Diplomatic),U.S. Embassy,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Minor (likely < $1 million),0
198103050007,1981,3,5,0,83,Guatemala,Suchitepequez,Patulul,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103050008,1981,3,5,0,83,Guatemala,Quetzaltenango,Siete Orejas Volcano,0,1,2,Armed Assault,4,Military,Military Patrol,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103050009,1981,3,5,0,83,Guatemala,Huehuetenango,Hacienda El Carmen,0,1,6,Hostage Taking (Kidnapping),1,Business,El Carmen Finca,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,1
198103060002,1981,3,6,0,61,El Salvador,Chalatenango,Chalatenango,0,1,1,Assassination,14,Private Citizens & Property,Members,Death Squad,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103060003,1981,3,6,0,83,Guatemala,Escuintla,Escuintla,0,1,1,Assassination,3,Police,Subchief Eduardo Pinzon,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103060005,1981,3,6,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Financial Bank,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198103060008,1981,3,6,0,61,El Salvador,Chalatenango,San Antonio de Los Ranchos,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103060009,1981,3,6,0,83,Guatemala,Alta Verapaz,Unknown,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103080002,1981,3,8,0,61,El Salvador,Chalatenango,Arcatao,0,1,2,Armed Assault,14,Private Citizens & Property,Town of Arcatao,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,1
198103080003,1981,3,8,0,61,El Salvador,San Vicente,San Lorenzo,0,1,2,Armed Assault,14,Private Citizens & Property,Town of San Lorenzo,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,1
198103080004,1981,3,8,0,61,El Salvador,San Vicente,San Vicente,0,1,2,Armed Assault,19,Transportation,Bus,Unknown,8,Incendiary,,Incendiary,1,Minor (likely < $1 million),0
198103080005,1981,3,8,0,61,El Salvador,San Vicente,San Vicente,0,1,2,Armed Assault,19,Transportation,Bus,Unknown,8,Incendiary,,Incendiary,1,Minor (likely < $1 million),0
198103080006,1981,3,8,0,61,El Salvador,San Vicente,San Vicente,0,1,2,Armed Assault,2,Government (General),Official Car,Unknown,8,Incendiary,,Incendiary,1,Minor (likely < $1 million),0
198103080007,1981,3,8,0,61,El Salvador,San Vicente,San Vicente,0,1,2,Armed Assault,2,Government (General),Official Car,Unknown,8,Incendiary,,Incendiary,1,Minor (likely < $1 million),0
198103090006,1981,3,9,0,61,El Salvador,Cuscatlan,Suchitoto,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103100003,1981,3,10,0,61,El Salvador,Santa Ana,Santa Ana,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103100004,1981,3,10,0,61,El Salvador,Chalatenango,Las Vueltas,0,1,2,Armed Assault,14,Private Citizens & Property,town of Las Vueltas,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,1
198103100005,1981,3,10,0,61,El Salvador,San Miguel,San Miguel,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103110002,1981,3,11,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,2,Government (General),residence of Junta Member Jose Morales Ehrilich,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198103150001,1981,3,15,0,61,El Salvador,Chalatenango,Unknown,0,1,1,Assassination,17,Terrorists/Non-State Militia,Civil Militia,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103150002,1981,3,15,0,61,El Salvador,Chalatenango,Unknown,0,1,1,Assassination,2,Government (General),Rural Judge,Unknown,5,Firearms,Handgun,Pistol,0,,0
198103150007,1981,3,15,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,3,Police,"Jose Chavez Valenzuela, Chief of Operations",Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103150012,1981,3,15,0,61,El Salvador,Unknown,Unknown,0,1,2,Armed Assault,19,Transportation,Bus,Other,5,Firearms,Unknown Gun Type,Firearms,1,Unknown,0
198103150013,1981,3,15,0,61,El Salvador,San Miguel,El Rodeo,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103150014,1981,3,15,0,61,El Salvador,Morazan,Sociedad,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103150015,1981,3,15,0,61,El Salvador,Morazan,Corinto,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103150016,1981,3,15,0,61,El Salvador,Cabanas,Aguacayo,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103150017,1981,3,15,0,61,El Salvador,San Miguel,San Miguel,0,1,2,Armed Assault,14,Private Citizens & Property,truck,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Minor (likely < $1 million),0
198103160002,1981,3,16,0,61,El Salvador,San Salvador,San Salvador,0,1,1,Assassination,4,Military,Forces,Unknown,5,Firearms,Handgun,Pistol,0,,0
198103160006,1981,3,16,0,61,El Salvador,San Salvador,San Salvador,0,0,3,Bombing/Explosion,2,Government (General),GOVT office,Unknown,6,Explosives,Unknown Explosive Type,Explosive,0,,0
198103170003,1981,3,17,0,83,Guatemala,Quiche,San Juan Cotzal,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103170007,1981,3,17,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,7,Government (Diplomatic),Embassy,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Rifle,1,,0
198103180001,1981,3,18,0,61,El Salvador,San Salvador,San Salvador,0,1,1,Assassination,3,Police,Man and 2 sons belonging to a civil defense group,Unknown,5,Firearms,Unknown Gun Type,Firearms,0,,0
198103180009,1981,3,18,0,61,El Salvador,Cabanas,Caserio El Dique,0,1,2,Armed Assault,21,Utilities,"5th of November Hydroelectric Plant",Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103190005,1981,3,19,0,83,Guatemala,Jutiapa,Las Lomas,0,1,2,Armed Assault,4,Military,Military transport,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103190006,1981,3,19,0,83,Guatemala,Chimaltenango,Unknown,0,1,2,Armed Assault,4,Military,Military Unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103190007,1981,3,19,0,83,Guatemala,Guatemala,Guatemala City,0,1,2,Armed Assault,3,Police,Police Patrol (Judicial Police),Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103200001,1981,3,20,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,1,Business,landowner Carlos Enrique Sandoval Cruz,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103200002,1981,3,20,0,61,El Salvador,San Vicente,San Vicente,0,1,3,Bombing/Explosion,8,Educational Institution,teachers center,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198103220002,1981,3,22,0,61,El Salvador,San Salvador,Soyapango,0,1,1,Assassination,2,Government (General),ExChief of Security Group,Unknown,13,Unknown,,,0,,0
198103220004,1981,3,22,0,61,El Salvador,Usulutan,Jucuaran,0,1,3,Bombing/Explosion,19,Transportation,bridge over River Moralapa,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Minor (likely < $1 million),0
198103220005,1981,3,22,0,83,Guatemala,Suchitepequez,Patulul,0,1,2,Armed Assault,4,Military,Military Patrol,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103230001,1981,3,23,0,83,Guatemala,Chimaltenango,Comalapa,0,1,2,Armed Assault,14,Private Citizens & Property,Peasants,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103230002,1981,3,23,0,83,Guatemala,Chimaltenango,San Martin Jilotepeque,0,1,2,Armed Assault,3,Police,Police Post,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103240003,1981,3,24,0,61,El Salvador,San Miguel,Tierra Blanca,0,1,3,Bombing/Explosion,3,Police,Post,Unknown,6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Bazookas; Grenade launchers; Automatic rifles,1,Unknown,0
198103250001,1981,3,25,0,61,El Salvador,San Salvador,San Salvador,0,0,1,Assassination,2,Government (General),Daughter Ines Guadalupe Duarte de Navos,Unknown,13,Unknown,,,0,,0
198103250002,1981,3,25,0,83,Guatemala,Guatemala,Guatemala City,0,1,1,Assassination,3,Police,Agents*,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103250005,1981,3,25,0,83,Guatemala,Guatemala,Guatemala City,0,1,6,Hostage Taking (Kidnapping),1,Business,"Fernando Garcia Hernandez, director",Unknown,13,Unknown,,,0,,1
198103250009,1981,3,25,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,7,Government (Diplomatic),Embassy,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm; Rocket propelled grenades; Rockets,1,,0
198103260005,1981,3,26,0,83,Guatemala,Guatemala,Guatemala City,0,1,3,Bombing/Explosion,14,Private Citizens & Property,Street,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,,0
198103260006,1981,3,26,0,83,Guatemala,Quetzaltenango,Quetzaltenango,0,1,3,Bombing/Explosion,14,Private Citizens & Property,Street,Unknown,6,Explosives,Unknown Explosive Type,Propaganda bombs,1,,0
198103260007,1981,3,26,0,83,Guatemala,Huehuetenango,Aguacatan,0,1,2,Armed Assault,4,Military,Military  Vehicle,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Minor (likely < $1 million),0
198103270003,1981,3,27,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,14,Private Citizens & Property,Museum,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,,0
198103280002,1981,3,28,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,14,Private Citizens & Property,international fair,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198103280003,1981,3,28,0,61,El Salvador,Santa Ana,Santa Ana,0,1,3,Bombing/Explosion,1,Business,skating rink,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198103280004,1981,3,28,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,6,Airports & Aircraft,Ilopango airport,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198103290001,1981,3,29,0,83,Guatemala,Alta Verapaz,Coban,0,1,1,Assassination,2,Government (General),Judge,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103290002,1981,3,29,0,83,Guatemala,Alta Verapaz,Coban,0,1,1,Assassination,2,Government (General),Mayor Guillermo Barahona,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198103290005,1981,3,29,0,61,El Salvador,Cabanas,Villa Victoria,0,1,2,Armed Assault,4,Military,unit,Farabundo Marti National Liberation Front (FMLN),5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103300001,1981,3,30,0,61,El Salvador,Santa Ana,Santa Ana,0,0,3,Bombing/Explosion,21,Utilities,Power Posts,Unknown,6,Explosives,Unknown Explosive Type,Explosive,0,,0
198103300002,1981,3,30,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Supermarket,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,,0
198103300006,1981,3,30,0,61,El Salvador,San Vicente,Tecoluca,0,1,2,Armed Assault,4,Military,troops and civil guards,Left-Wing Terrorists,5,Firearms,Unknown Gun Type,Firearm,1,Unknown,0
198103300007,1981,3,30,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,16,Telecommunication,TV Truck,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198103310002,1981,3,31,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Citibank's Offices,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,,0
198103310006,1981,3,31,0,61,El Salvador,Cuscatlan,La Bermuda,0,1,9,Unknown,4,Military,garrison,Left-Wing Terrorists,13,Unknown,,Attacked,1,Unknown,0
198104000002,1981,4,0,0,83,Guatemala,Baja Verapaz,Salama,0,1,1,Assassination,10,Journalists & Media,"Correspondent, Fulvio Alirio Mejia",Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198104010002,1981,4,1,0,61,El Salvador,Santa Ana,San Miguelito,0,1,3,Bombing/Explosion,2,Government (General),GOVT. Communications office (ANTEL),Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198104010003,1981,4,1,0,61,El Salvador,San Vicente,Unknown,0,1,3,Bombing/Explosion,1,Business,La Burra Hacienda,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,,0
198104010005,1981,4,1,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,7,Government (Diplomatic),building opposite US Embassy,Unknown,6,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Rocket propelled grenades,1,Unknown,0
198104010006,1981,4,1,0,61,El Salvador,La Paz,Zacatecoluca,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198104010007,1981,4,1,0,61,El Salvador,Cuscatlan,Suchitoto,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198104010008,1981,4,1,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,14,Private Citizens & Property,private home,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,,0
198104010010,1981,4,1,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,7,Government (Diplomatic),Embassy,Unknown,5,Firearms,Unknown Gun Type,Firearms; Explosive,1,,0
198104010011,1981,4,1,0,61,El Salvador,Usulutan,San Agustin,0,1,2,Armed Assault,4,Military,Military unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,,0
198104010012,1981,4,1,0,61,El Salvador,San Salvador,San Salvador,0,1,6,Hostage Taking (Kidnapping),10,Journalists & Media,"Diario Latino, newspaper",Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive; Incendiary,1,,1
198104020004,1981,4,2,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,21,Utilities,Power Transformer,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198104020005,1981,4,2,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,15,Religious Figures/Institutions,cathedral,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198104020006,1981,4,2,0,61,El Salvador,San Salvador,Apopa,0,1,3,Bombing/Explosion,2,Government (General),Office of Mayor,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198104020007,1981,4,2,0,61,El Salvador,San Salvador,Apopa,0,1,3,Bombing/Explosion,14,Private Citizens & Property,club,Unknown,6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198104020012,1981,4,2,0,61,El Salvador,Morazan,Torola,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198104020013,1981,4,2,0,61,El Salvador,La Union,El Roble,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198104020014,1981,4,2,0,61,El Salvador,San Salvador,San Salvador,0,1,3,Bombing/Explosion,1,Business,Goldtree Liebes Store,Farabundo Marti National Liberation Front (FMLN),6,Explosives,Unknown Explosive Type,Explosive,1,Unknown,0
198104020015,1981,4,2,0,61,El Salvador,Cuscatlan,Mirandilla,0,1,2,Armed Assault,4,Military,unit,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
198104030001,1981,4,3,0,61,El Salvador,San Salvador,San Salvador,0,1,1,Assassination,4,Military,Chauffeur Celso Marselino Melchok,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,0,,0
198104030002,1981,4,3,0,61,El Salvador,Santa Ana,Santa Ana,0,1,2,Armed Assault,14,Private Citizens & Property,youths,Unknown,5,Firearms,Unknown Gun Type,Firearm,0,,0
198104030006,1981,4,3,0,61,El Salvador,San Salvador,San Salvador,0,0,3,Bombing/Explosion,2,Government (General),"residence, GOVT Official",Unknown,6,Explosives,Unknown Explosive Type,Explosive,0,,0
198104030007,1981,4,3,0,61,El Salvador,Santa Ana,Santa Ana,0,0,3,Bombing/Explosion,1,Business,Coffee company,Unknown,6,Explosives,Unknown Explosive Type,Explosive,0,,0
198104030009,1981,4,3,0,61,El Salvador,San Salvador,San Salvador,0,1,2,Armed Assault,1,Business,Bank of Agricultural Development,Unknown,5,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,1,Unknown,0
